Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2017-12-26 00:00:00-05:00,16.81528663635254,16.81528663635254,16.81528663635254,16.81528663635254,0,0.0,0.0,0.0
2017-12-27 00:00:00-05:00,16.81528663635254,16.81528663635254,16.81528663635254,16.81528663635254,0,0.0,0.0,0.0
2017-12-28 00:00:00-05:00,16.81528663635254,16.81528663635254,16.81528663635254,16.81528663635254,0,0.0,0.0,0.0
2017-12-29 00:00:00-05:00,16.81528663635254,16.81528663635254,16.81528663635254,16.81528663635254,0,0.0,0.0,0.0
2018-01-02 00:00:00-05:00,16.81528663635254,16.81528663635254,16.81528663635254,16.81528663635254,0,0.0,0.0,0.0
2018-01-03 00:00:00-05:00,16.81528663635254,16.81528663635254,16.81528663635254,16.81528663635254,0,0.0,0.0,0.0
2018-01-04 00:00:00-05:00,16.81528663635254,16.81528663635254,16.81528663635254,16.81528663635254,0,0.0,0.0,0.0
2018-01-05 00:00:00-05:00,16.81528663635254,16.81528663635254,16.81528663635254,16.81528663635254,0,0.0,0.0,0.0
2018-01-08 00:00:00-05:00,16.81528663635254,16.81528663635254,16.81528663635254,16.81528663635254,0,0.0,0.0,0.0
2018-01-09 00:00:00-05:00,16.81528663635254,16.81528663635254,16.81528663635254,16.81528663635254,0,0.0,0.0,0.0
2018-01-10 00:00:00-05:00,18.6510009765625,18.6510009765625,18.6510009765625,18.6510009765625,200,0.0,0.0,0.0
2018-01-11 00:00:00-05:00,18.994834368510908,19.01510238647461,18.994834368510908,19.01510238647461,400,0.0,0.0,0.0
2018-01-12 00:00:00-05:00,19.30389976501465,19.30389976501465,19.30389976501465,19.30389976501465,0,0.393,0.0,0.0
2018-01-16 00:00:00-05:00,19.294347763061523,19.294347763061523,19.294347763061523,19.294347763061523,200,0.0,0.0,0.0
2018-01-17 00:00:00-05:00,19.294347763061523,19.294347763061523,19.294347763061523,19.294347763061523,0,0.0,0.0,0.0
2018-01-18 00:00:00-05:00,19.294347763061523,19.294347763061523,19.294347763061523,19.294347763061523,0,0.0,0.0,0.0
2018-01-19 00:00:00-05:00,19.294347763061523,19.294347763061523,19.294347763061523,19.294347763061523,0,0.0,0.0,0.0
2018-01-22 00:00:00-05:00,19.23555733096406,19.239965438842773,19.23555733096406,19.239965438842773,1900,0.0,0.0,0.0
2018-01-23 00:00:00-05:00,19.370770453284837,19.401634216308594,19.370770453284837,19.401634216308594,500,0.0,0.0,0.0
2018-01-24 00:00:00-05:00,19.401634216308594,19.401634216308594,19.401634216308594,19.401634216308594,0,0.0,0.0,0.0
2018-01-25 00:00:00-05:00,19.401634216308594,19.401634216308594,19.401634216308594,19.401634216308594,0,0.0,0.0,0.0
2018-01-26 00:00:00-05:00,19.401634216308594,19.401634216308594,19.401634216308594,19.401634216308594,0,0.0,0.0,0.0
2018-01-29 00:00:00-05:00,19.401634216308594,19.401634216308594,19.401634216308594,19.401634216308594,0,0.0,0.0,0.0
2018-01-30 00:00:00-05:00,19.401634216308594,19.401634216308594,19.401634216308594,19.401634216308594,0,0.0,0.0,0.0
2018-01-31 00:00:00-05:00,19.401634216308594,19.401634216308594,19.401634216308594,19.401634216308594,0,0.0,0.0,0.0
2018-02-01 00:00:00-05:00,19.401634216308594,19.401634216308594,19.401634216308594,19.401634216308594,0,0.0,0.0,0.0
2018-02-02 00:00:00-05:00,19.401634216308594,19.401634216308594,19.401634216308594,19.401634216308594,0,0.0,0.0,0.0
2018-02-05 00:00:00-05:00,19.401634216308594,19.401634216308594,19.401634216308594,19.401634216308594,0,0.0,0.0,0.0
2018-02-06 00:00:00-05:00,19.401634216308594,19.401634216308594,19.401634216308594,19.401634216308594,0,0.0,0.0,0.0
2018-02-07 00:00:00-05:00,19.401634216308594,19.401634216308594,19.401634216308594,19.401634216308594,0,0.0,0.0,0.0
2018-02-08 00:00:00-05:00,19.401634216308594,19.401634216308594,19.401634216308594,19.401634216308594,0,0.0,0.0,0.0
2018-02-09 00:00:00-05:00,19.401634216308594,19.401634216308594,19.401634216308594,19.401634216308594,0,0.0,0.0,0.0
2018-02-12 00:00:00-05:00,19.401634216308594,19.401634216308594,19.401634216308594,19.401634216308594,0,0.0,0.0,0.0
2018-02-13 00:00:00-05:00,19.401634216308594,19.401634216308594,19.401634216308594,19.401634216308594,0,0.0,0.0,0.0
2018-02-14 00:00:00-05:00,19.401634216308594,19.401634216308594,19.401634216308594,19.401634216308594,0,0.0,0.0,0.0
2018-02-15 00:00:00-05:00,19.401634216308594,19.401634216308594,19.401634216308594,19.401634216308594,0,0.0,0.0,0.0
2018-02-16 00:00:00-05:00,19.401634216308594,19.401634216308594,19.401634216308594,19.401634216308594,0,0.0,0.0,0.0
2018-02-20 00:00:00-05:00,17.732043743996034,17.732043743996034,17.67325542257004,17.716611862182617,500,0.0,0.0,0.0
2018-02-21 00:00:00-05:00,17.716611862182617,17.716611862182617,17.716611862182617,17.716611862182617,0,0.0,0.0,0.0
2018-02-22 00:00:00-05:00,17.716611862182617,17.716611862182617,17.716611862182617,17.716611862182617,0,0.0,0.0,0.0
2018-02-23 00:00:00-05:00,17.716611862182617,17.716611862182617,17.716611862182617,17.716611862182617,0,0.0,0.0,0.0
2018-02-26 00:00:00-05:00,17.716611862182617,17.716611862182617,17.716611862182617,17.716611862182617,0,0.0,0.0,0.0
2018-02-27 00:00:00-05:00,17.716611862182617,17.716611862182617,17.716611862182617,17.716611862182617,0,0.0,0.0,0.0
2018-02-28 00:00:00-05:00,17.716611862182617,17.716611862182617,17.716611862182617,17.716611862182617,0,0.0,0.0,0.0
2018-03-01 00:00:00-05:00,17.716611862182617,17.716611862182617,17.716611862182617,17.716611862182617,0,0.0,0.0,0.0
2018-03-02 00:00:00-05:00,17.716611862182617,17.716611862182617,17.716611862182617,17.716611862182617,0,0.0,0.0,0.0
2018-03-05 00:00:00-05:00,17.716611862182617,17.716611862182617,17.716611862182617,17.716611862182617,0,0.0,0.0,0.0
2018-03-06 00:00:00-05:00,17.716611862182617,17.716611862182617,17.716611862182617,17.716611862182617,0,0.0,0.0,0.0
2018-03-07 00:00:00-05:00,17.716611862182617,17.716611862182617,17.716611862182617,17.716611862182617,0,0.0,0.0,0.0
2018-03-08 00:00:00-05:00,17.716611862182617,17.716611862182617,17.716611862182617,17.716611862182617,0,0.0,0.0,0.0
2018-03-09 00:00:00-05:00,17.716611862182617,17.716611862182617,17.716611862182617,17.716611862182617,0,0.0,0.0,0.0
2018-03-12 00:00:00-04:00,17.716611862182617,17.716611862182617,17.716611862182617,17.716611862182617,0,0.0,0.0,0.0
2018-03-13 00:00:00-04:00,17.716611862182617,17.716611862182617,17.716611862182617,17.716611862182617,0,0.0,0.0,0.0
2018-03-14 00:00:00-04:00,17.716611862182617,17.716611862182617,17.716611862182617,17.716611862182617,0,0.0,0.0,0.0
2018-03-15 00:00:00-04:00,17.716611862182617,17.716611862182617,17.716611862182617,17.716611862182617,0,0.0,0.0,0.0
2018-03-16 00:00:00-04:00,17.716611862182617,17.716611862182617,17.716611862182617,17.716611862182617,0,0.0,0.0,0.0
2018-03-19 00:00:00-04:00,17.716611862182617,17.716611862182617,17.716611862182617,17.716611862182617,0,0.0,0.0,0.0
2018-03-20 00:00:00-04:00,15.531155586242676,15.531155586242676,15.531155586242676,15.531155586242676,200,0.0,0.0,0.0
2018-03-21 00:00:00-04:00,15.531155586242676,15.531155586242676,15.531155586242676,15.531155586242676,0,0.0,0.0,0.0
2018-03-22 00:00:00-04:00,15.531155586242676,15.531155586242676,15.531155586242676,15.531155586242676,0,0.0,0.0,0.0
2018-03-23 00:00:00-04:00,15.531155586242676,15.531155586242676,15.531155586242676,15.531155586242676,0,0.0,0.0,0.0
2018-03-26 00:00:00-04:00,15.531155586242676,15.531155586242676,15.531155586242676,15.531155586242676,0,0.0,0.0,0.0
2018-03-27 00:00:00-04:00,15.531155586242676,15.531155586242676,15.531155586242676,15.531155586242676,0,0.0,0.0,0.0
2018-03-28 00:00:00-04:00,15.33788776397705,15.33788776397705,15.33788776397705,15.33788776397705,1200,0.0,0.0,0.0
2018-03-29 00:00:00-04:00,15.33788776397705,15.33788776397705,15.33788776397705,15.33788776397705,0,0.0,0.0,0.0
2018-04-02 00:00:00-04:00,15.33788776397705,15.33788776397705,15.33788776397705,15.33788776397705,0,0.0,0.0,0.0
2018-04-03 00:00:00-04:00,15.431950569152832,15.431950569152832,15.431950569152832,15.431950569152832,600,0.0,0.0,0.0
2018-04-04 00:00:00-04:00,15.431950569152832,15.431950569152832,15.431950569152832,15.431950569152832,0,0.0,0.0,0.0
2018-04-05 00:00:00-04:00,15.431950569152832,15.431950569152832,15.431950569152832,15.431950569152832,0,0.0,0.0,0.0
2018-04-06 00:00:00-04:00,15.431950569152832,15.431950569152832,15.431950569152832,15.431950569152832,0,0.0,0.0,0.0
2018-04-09 00:00:00-04:00,15.431950569152832,15.431950569152832,15.431950569152832,15.431950569152832,0,0.0,0.0,0.0
2018-04-10 00:00:00-04:00,15.718539845195737,15.825828552246092,15.718539845195737,15.825828552246094,700,0.0,0.0,0.0
2018-04-11 00:00:00-04:00,15.825828552246092,15.825828552246092,15.825828552246092,15.825828552246094,0,0.0,0.0,0.0
2018-04-12 00:00:00-04:00,16.13373374938965,16.13373374938965,16.13373374938965,16.13373374938965,0,0.411,0.0,0.0
2018-04-13 00:00:00-04:00,16.13373374938965,16.13373374938965,16.13373374938965,16.13373374938965,0,0.0,0.0,0.0
2018-04-16 00:00:00-04:00,16.13373374938965,16.13373374938965,16.13373374938965,16.13373374938965,0,0.0,0.0,0.0
2018-04-17 00:00:00-04:00,16.13373374938965,16.13373374938965,16.13373374938965,16.13373374938965,0,0.0,0.0,0.0
2018-04-18 00:00:00-04:00,16.13373374938965,16.13373374938965,16.13373374938965,16.13373374938965,0,0.0,0.0,0.0
2018-04-19 00:00:00-04:00,16.13373374938965,16.13373374938965,16.13373374938965,16.13373374938965,0,0.0,0.0,0.0
2018-04-20 00:00:00-04:00,16.13373374938965,16.13373374938965,16.13373374938965,16.13373374938965,0,0.0,0.0,0.0
2018-04-23 00:00:00-04:00,16.13373374938965,16.13373374938965,16.13373374938965,16.13373374938965,0,0.0,0.0,0.0
2018-04-24 00:00:00-04:00,16.13373374938965,16.13373374938965,16.13373374938965,16.13373374938965,0,0.0,0.0,0.0
2018-04-25 00:00:00-04:00,16.13373374938965,16.13373374938965,16.13373374938965,16.13373374938965,0,0.0,0.0,0.0
2018-04-26 00:00:00-04:00,16.13373374938965,16.13373374938965,16.13373374938965,16.13373374938965,0,0.0,0.0,0.0
2018-04-27 00:00:00-04:00,16.13373374938965,16.13373374938965,16.13373374938965,16.13373374938965,0,0.0,0.0,0.0
2018-04-30 00:00:00-04:00,16.13373374938965,16.13373374938965,16.13373374938965,16.13373374938965,0,0.0,0.0,0.0
2018-05-01 00:00:00-04:00,16.13373374938965,16.13373374938965,16.13373374938965,16.13373374938965,0,0.0,0.0,0.0
2018-05-02 00:00:00-04:00,16.13373374938965,16.13373374938965,16.13373374938965,16.13373374938965,0,0.0,0.0,0.0
2018-05-03 00:00:00-04:00,16.13373374938965,16.13373374938965,16.13373374938965,16.13373374938965,0,0.0,0.0,0.0
2018-05-04 00:00:00-04:00,16.13373374938965,16.13373374938965,16.13373374938965,16.13373374938965,0,0.0,0.0,0.0
2018-05-07 00:00:00-04:00,16.13373374938965,16.13373374938965,16.13373374938965,16.13373374938965,0,0.0,0.0,0.0
2018-05-08 00:00:00-04:00,16.13373374938965,16.13373374938965,16.13373374938965,16.13373374938965,0,0.0,0.0,0.0
2018-05-09 00:00:00-04:00,16.13373374938965,16.13373374938965,16.13373374938965,16.13373374938965,0,0.0,0.0,0.0
2018-05-10 00:00:00-04:00,16.13373374938965,16.13373374938965,16.13373374938965,16.13373374938965,0,0.0,0.0,0.0
2018-05-11 00:00:00-04:00,16.13373374938965,16.13373374938965,16.13373374938965,16.13373374938965,0,0.0,0.0,0.0
2018-05-14 00:00:00-04:00,16.13373374938965,16.13373374938965,16.13373374938965,16.13373374938965,0,0.0,0.0,0.0
2018-05-15 00:00:00-04:00,16.13373374938965,16.13373374938965,16.13373374938965,16.13373374938965,0,0.0,0.0,0.0
2018-05-16 00:00:00-04:00,16.13373374938965,16.13373374938965,16.13373374938965,16.13373374938965,0,0.0,0.0,0.0
2018-05-17 00:00:00-04:00,16.13373374938965,16.13373374938965,16.13373374938965,16.13373374938965,0,0.0,0.0,0.0
2018-05-18 00:00:00-04:00,16.13373374938965,16.13373374938965,16.13373374938965,16.13373374938965,0,0.0,0.0,0.0
2018-05-21 00:00:00-04:00,16.13373374938965,16.13373374938965,16.13373374938965,16.13373374938965,0,0.0,0.0,0.0
2018-05-22 00:00:00-04:00,16.13373374938965,16.13373374938965,16.13373374938965,16.13373374938965,0,0.0,0.0,0.0
2018-05-23 00:00:00-04:00,16.13373374938965,16.13373374938965,16.13373374938965,16.13373374938965,0,0.0,0.0,0.0
2018-05-24 00:00:00-04:00,16.13373374938965,16.13373374938965,16.13373374938965,16.13373374938965,0,0.0,0.0,0.0
2018-05-25 00:00:00-04:00,16.13373374938965,16.13373374938965,16.13373374938965,16.13373374938965,0,0.0,0.0,0.0
2018-05-29 00:00:00-04:00,16.13373374938965,16.13373374938965,16.13373374938965,16.13373374938965,0,0.0,0.0,0.0
2018-05-30 00:00:00-04:00,16.13373374938965,16.13373374938965,16.13373374938965,16.13373374938965,0,0.0,0.0,0.0
2018-05-31 00:00:00-04:00,16.13373374938965,16.13373374938965,16.13373374938965,16.13373374938965,0,0.0,0.0,0.0
2018-06-01 00:00:00-04:00,16.13373374938965,16.13373374938965,16.13373374938965,16.13373374938965,0,0.0,0.0,0.0
2018-06-04 00:00:00-04:00,16.13373374938965,16.13373374938965,16.13373374938965,16.13373374938965,0,0.0,0.0,0.0
2018-06-05 00:00:00-04:00,16.13373374938965,16.13373374938965,16.13373374938965,16.13373374938965,0,0.0,0.0,0.0
2018-06-06 00:00:00-04:00,16.13373374938965,16.13373374938965,16.13373374938965,16.13373374938965,0,0.0,0.0,0.0
2018-06-07 00:00:00-04:00,16.13373374938965,16.13373374938965,16.13373374938965,16.13373374938965,0,0.0,0.0,0.0
2018-06-08 00:00:00-04:00,16.13373374938965,16.13373374938965,16.13373374938965,16.13373374938965,0,0.0,0.0,0.0
2018-06-11 00:00:00-04:00,16.13373374938965,16.13373374938965,16.13373374938965,16.13373374938965,0,0.0,0.0,0.0
2018-06-12 00:00:00-04:00,16.13373374938965,16.13373374938965,16.13373374938965,16.13373374938965,0,0.0,0.0,0.0
2018-06-13 00:00:00-04:00,16.13373374938965,16.13373374938965,16.13373374938965,16.13373374938965,0,0.0,0.0,0.0
2018-06-14 00:00:00-04:00,16.13373374938965,16.13373374938965,16.13373374938965,16.13373374938965,0,0.0,0.0,0.0
2018-06-15 00:00:00-04:00,16.13373374938965,16.13373374938965,16.13373374938965,16.13373374938965,0,0.0,0.0,0.0
2018-06-18 00:00:00-04:00,16.13373374938965,16.13373374938965,16.13373374938965,16.13373374938965,0,0.0,0.0,0.0
2018-06-19 00:00:00-04:00,16.13373374938965,16.13373374938965,16.13373374938965,16.13373374938965,0,0.0,0.0,0.0
2018-06-20 00:00:00-04:00,16.13373374938965,16.13373374938965,16.13373374938965,16.13373374938965,0,0.0,0.0,0.0
2018-06-21 00:00:00-04:00,16.13373374938965,16.13373374938965,16.13373374938965,16.13373374938965,0,0.0,0.0,0.0
2018-06-22 00:00:00-04:00,16.13373374938965,16.13373374938965,16.13373374938965,16.13373374938965,0,0.0,0.0,0.0
2018-06-25 00:00:00-04:00,16.13373374938965,16.13373374938965,16.13373374938965,16.13373374938965,0,0.0,0.0,0.0
2018-06-26 00:00:00-04:00,16.13373374938965,16.13373374938965,16.13373374938965,16.13373374938965,0,0.0,0.0,0.0
2018-06-27 00:00:00-04:00,16.13373374938965,16.13373374938965,16.13373374938965,16.13373374938965,0,0.0,0.0,0.0
2018-06-28 00:00:00-04:00,16.13373374938965,16.13373374938965,16.13373374938965,16.13373374938965,0,0.0,0.0,0.0
2018-06-29 00:00:00-04:00,16.13373374938965,16.13373374938965,16.13373374938965,16.13373374938965,0,0.0,0.0,0.0
2018-07-02 00:00:00-04:00,16.13373374938965,16.13373374938965,16.13373374938965,16.13373374938965,0,0.0,0.0,0.0
2018-07-03 00:00:00-04:00,16.13373374938965,16.13373374938965,16.13373374938965,16.13373374938965,0,0.0,0.0,0.0
2018-07-05 00:00:00-04:00,16.13373374938965,16.13373374938965,16.13373374938965,16.13373374938965,0,0.0,0.0,0.0
2018-07-06 00:00:00-04:00,16.13373374938965,16.13373374938965,16.13373374938965,16.13373374938965,0,0.0,0.0,0.0
2018-07-09 00:00:00-04:00,16.13373374938965,16.13373374938965,16.13373374938965,16.13373374938965,0,0.0,0.0,0.0
2018-07-10 00:00:00-04:00,16.13373374938965,16.13373374938965,16.13373374938965,16.13373374938965,0,0.0,0.0,0.0
2018-07-11 00:00:00-04:00,16.13373374938965,16.13373374938965,16.13373374938965,16.13373374938965,0,0.0,0.0,0.0
2018-07-12 00:00:00-04:00,17.28592872619629,17.28592872619629,17.28592872619629,17.28592872619629,300,0.0,0.0,0.0
2018-07-13 00:00:00-04:00,17.58777618408203,17.58777618408203,17.58777618408203,17.58777618408203,0,0.396,0.0,0.0
2018-07-16 00:00:00-04:00,17.58777618408203,17.58777618408203,17.58777618408203,17.58777618408203,0,0.0,0.0,0.0
2018-07-17 00:00:00-04:00,17.58777618408203,17.58777618408203,17.58777618408203,17.58777618408203,0,0.0,0.0,0.0
2018-07-18 00:00:00-04:00,17.58777618408203,17.58777618408203,17.58777618408203,17.58777618408203,0,0.0,0.0,0.0
2018-07-19 00:00:00-04:00,18.064931869506836,18.064931869506836,18.064931869506836,18.064931869506836,100,0.0,0.0,0.0
2018-07-20 00:00:00-04:00,18.064931869506836,18.064931869506836,18.064931869506836,18.064931869506836,0,0.0,0.0,0.0
2018-07-23 00:00:00-04:00,18.064931869506836,18.064931869506836,18.064931869506836,18.064931869506836,0,0.0,0.0,0.0
2018-07-24 00:00:00-04:00,18.064931869506836,18.064931869506836,18.064931869506836,18.064931869506836,0,0.0,0.0,0.0
2018-07-25 00:00:00-04:00,18.064931869506836,18.064931869506836,18.064931869506836,18.064931869506836,0,0.0,0.0,0.0
2018-07-26 00:00:00-04:00,18.064931869506836,18.064931869506836,18.064931869506836,18.064931869506836,0,0.0,0.0,0.0
2018-07-27 00:00:00-04:00,18.064931869506836,18.064931869506836,18.064931869506836,18.064931869506836,0,0.0,0.0,0.0
2018-07-30 00:00:00-04:00,18.064931869506836,18.064931869506836,18.064931869506836,18.064931869506836,0,0.0,0.0,0.0
2018-07-31 00:00:00-04:00,18.064931869506836,18.064931869506836,18.064931869506836,18.064931869506836,0,0.0,0.0,0.0
2018-08-01 00:00:00-04:00,18.064931869506836,18.064931869506836,18.064931869506836,18.064931869506836,0,0.0,0.0,0.0
2018-08-02 00:00:00-04:00,18.064931869506836,18.064931869506836,18.064931869506836,18.064931869506836,0,0.0,0.0,0.0
2018-08-03 00:00:00-04:00,18.064931869506836,18.064931869506836,18.064931869506836,18.064931869506836,0,0.0,0.0,0.0
2018-08-06 00:00:00-04:00,18.064931869506836,18.064931869506836,18.064931869506836,18.064931869506836,0,0.0,0.0,0.0
2018-08-07 00:00:00-04:00,18.064931869506836,18.064931869506836,18.064931869506836,18.064931869506836,0,0.0,0.0,0.0
2018-08-08 00:00:00-04:00,18.064931869506836,18.064931869506836,18.064931869506836,18.064931869506836,0,0.0,0.0,0.0
2018-08-09 00:00:00-04:00,18.064931869506836,18.064931869506836,18.064931869506836,18.064931869506836,0,0.0,0.0,0.0
2018-08-10 00:00:00-04:00,18.064931869506836,18.064931869506836,18.064931869506836,18.064931869506836,0,0.0,0.0,0.0
2018-08-13 00:00:00-04:00,18.064931869506836,18.064931869506836,18.064931869506836,18.064931869506836,0,0.0,0.0,0.0
2018-08-14 00:00:00-04:00,18.064931869506836,18.064931869506836,18.064931869506836,18.064931869506836,0,0.0,0.0,0.0
2018-08-15 00:00:00-04:00,18.064931869506836,18.064931869506836,18.064931869506836,18.064931869506836,0,0.0,0.0,0.0
2018-08-16 00:00:00-04:00,18.064931869506836,18.064931869506836,18.064931869506836,18.064931869506836,0,0.0,0.0,0.0
2018-08-17 00:00:00-04:00,18.064931869506836,18.064931869506836,18.064931869506836,18.064931869506836,0,0.0,0.0,0.0
2018-08-20 00:00:00-04:00,18.064931869506836,18.064931869506836,18.064931869506836,18.064931869506836,0,0.0,0.0,0.0
2018-08-21 00:00:00-04:00,18.064931869506836,18.064931869506836,18.064931869506836,18.064931869506836,0,0.0,0.0,0.0
2018-08-22 00:00:00-04:00,18.064931869506836,18.064931869506836,18.064931869506836,18.064931869506836,0,0.0,0.0,0.0
2018-08-23 00:00:00-04:00,18.064931869506836,18.064931869506836,18.064931869506836,18.064931869506836,0,0.0,0.0,0.0
2018-08-24 00:00:00-04:00,18.064931869506836,18.064931869506836,18.064931869506836,18.064931869506836,0,0.0,0.0,0.0
2018-08-27 00:00:00-04:00,18.064931869506836,18.064931869506836,18.064931869506836,18.064931869506836,0,0.0,0.0,0.0
2018-08-28 00:00:00-04:00,18.064931869506836,18.064931869506836,18.064931869506836,18.064931869506836,0,0.0,0.0,0.0
2018-08-29 00:00:00-04:00,18.064931869506836,18.064931869506836,18.064931869506836,18.064931869506836,0,0.0,0.0,0.0
2018-08-30 00:00:00-04:00,18.064931869506836,18.064931869506836,18.064931869506836,18.064931869506836,0,0.0,0.0,0.0
2018-08-31 00:00:00-04:00,18.064931869506836,18.064931869506836,18.064931869506836,18.064931869506836,0,0.0,0.0,0.0
2018-09-04 00:00:00-04:00,18.064931869506836,18.064931869506836,18.064931869506836,18.064931869506836,0,0.0,0.0,0.0
2018-09-05 00:00:00-04:00,18.064931869506836,18.064931869506836,18.064931869506836,18.064931869506836,0,0.0,0.0,0.0
2018-09-06 00:00:00-04:00,18.064931869506836,18.064931869506836,18.064931869506836,18.064931869506836,0,0.0,0.0,0.0
2018-09-07 00:00:00-04:00,18.064931869506836,18.064931869506836,18.064931869506836,18.064931869506836,0,0.0,0.0,0.0
2018-09-10 00:00:00-04:00,18.064931869506836,18.064931869506836,18.064931869506836,18.064931869506836,0,0.0,0.0,0.0
2018-09-11 00:00:00-04:00,18.064931869506836,18.064931869506836,18.064931869506836,18.064931869506836,0,0.0,0.0,0.0
2018-09-12 00:00:00-04:00,18.064931869506836,18.064931869506836,18.064931869506836,18.064931869506836,0,0.0,0.0,0.0
2018-09-13 00:00:00-04:00,19.071083254828928,19.071083254828928,18.888147382231285,18.914825439453125,700,0.0,0.0,0.0
2018-09-14 00:00:00-04:00,18.914825439453125,18.914825439453125,18.914825439453125,18.914825439453125,0,0.0,0.0,0.0
2018-09-17 00:00:00-04:00,18.705971607914595,18.75856590270996,18.705971607914595,18.75856590270996,200,0.0,0.0,0.0
2018-09-18 00:00:00-04:00,18.75856590270996,18.75856590270996,18.75856590270996,18.75856590270996,0,0.0,0.0,0.0
2018-09-19 00:00:00-04:00,18.75856590270996,18.75856590270996,18.75856590270996,18.75856590270996,0,0.0,0.0,0.0
2018-09-20 00:00:00-04:00,18.75856590270996,18.75856590270996,18.75856590270996,18.75856590270996,0,0.0,0.0,0.0
2018-09-21 00:00:00-04:00,18.75856590270996,18.75856590270996,18.75856590270996,18.75856590270996,0,0.0,0.0,0.0
2018-09-24 00:00:00-04:00,18.75856590270996,18.75856590270996,18.75856590270996,18.75856590270996,0,0.0,0.0,0.0
2018-09-25 00:00:00-04:00,18.133535456821345,18.189178466796875,18.133535456821345,18.189178466796875,800,0.0,0.0,0.0
2018-09-26 00:00:00-04:00,18.189178466796875,18.189178466796875,18.189178466796875,18.189178466796875,0,0.0,0.0,0.0
2018-09-27 00:00:00-04:00,18.189178466796875,18.189178466796875,18.189178466796875,18.189178466796875,0,0.0,0.0,0.0
2018-09-28 00:00:00-04:00,18.189178466796875,18.189178466796875,18.189178466796875,18.189178466796875,0,0.0,0.0,0.0
2018-10-01 00:00:00-04:00,18.189178466796875,18.189178466796875,18.189178466796875,18.189178466796875,0,0.0,0.0,0.0
2018-10-02 00:00:00-04:00,18.189178466796875,18.189178466796875,18.189178466796875,18.189178466796875,0,0.0,0.0,0.0
2018-10-03 00:00:00-04:00,18.189178466796875,18.189178466796875,18.189178466796875,18.189178466796875,0,0.0,0.0,0.0
2018-10-04 00:00:00-04:00,18.189178466796875,18.189178466796875,18.189178466796875,18.189178466796875,0,0.0,0.0,0.0
2018-10-05 00:00:00-04:00,18.189178466796875,18.189178466796875,18.189178466796875,18.189178466796875,0,0.0,0.0,0.0
2018-10-08 00:00:00-04:00,18.189178466796875,18.189178466796875,18.189178466796875,18.189178466796875,0,0.0,0.0,0.0
2018-10-09 00:00:00-04:00,18.189178466796875,18.189178466796875,18.189178466796875,18.189178466796875,0,0.0,0.0,0.0
2018-10-10 00:00:00-04:00,18.189178466796875,18.189178466796875,18.189178466796875,18.189178466796875,0,0.0,0.0,0.0
2018-10-11 00:00:00-04:00,18.34502410888672,18.34502410888672,18.34502410888672,18.34502410888672,200,0.404,0.0,0.0
2018-10-12 00:00:00-04:00,18.34502410888672,18.34502410888672,18.34502410888672,18.34502410888672,0,0.0,0.0,0.0
2018-10-15 00:00:00-04:00,18.34502410888672,18.34502410888672,18.34502410888672,18.34502410888672,0,0.0,0.0,0.0
2018-10-16 00:00:00-04:00,18.34502410888672,18.34502410888672,18.34502410888672,18.34502410888672,0,0.0,0.0,0.0
2018-10-17 00:00:00-04:00,18.34502410888672,18.34502410888672,18.34502410888672,18.34502410888672,0,0.0,0.0,0.0
2018-10-18 00:00:00-04:00,18.34502410888672,18.34502410888672,18.34502410888672,18.34502410888672,0,0.0,0.0,0.0
2018-10-19 00:00:00-04:00,18.34502410888672,18.34502410888672,18.34502410888672,18.34502410888672,0,0.0,0.0,0.0
2018-10-22 00:00:00-04:00,18.34502410888672,18.34502410888672,18.34502410888672,18.34502410888672,0,0.0,0.0,0.0
2018-10-23 00:00:00-04:00,18.34502410888672,18.34502410888672,18.34502410888672,18.34502410888672,0,0.0,0.0,0.0
2018-10-24 00:00:00-04:00,18.34502410888672,18.34502410888672,18.34502410888672,18.34502410888672,0,0.0,0.0,0.0
2018-10-25 00:00:00-04:00,18.34502410888672,18.34502410888672,18.34502410888672,18.34502410888672,0,0.0,0.0,0.0
2018-10-26 00:00:00-04:00,18.34502410888672,18.34502410888672,18.34502410888672,18.34502410888672,0,0.0,0.0,0.0
2018-10-29 00:00:00-04:00,18.34502410888672,18.34502410888672,18.34502410888672,18.34502410888672,0,0.0,0.0,0.0
2018-10-30 00:00:00-04:00,18.34502410888672,18.34502410888672,18.34502410888672,18.34502410888672,0,0.0,0.0,0.0
2018-10-31 00:00:00-04:00,18.34502410888672,18.34502410888672,18.34502410888672,18.34502410888672,0,0.0,0.0,0.0
2018-11-01 00:00:00-04:00,18.34502410888672,18.34502410888672,18.34502410888672,18.34502410888672,0,0.0,0.0,0.0
2018-11-02 00:00:00-04:00,18.34502410888672,18.34502410888672,18.34502410888672,18.34502410888672,0,0.0,0.0,0.0
2018-11-05 00:00:00-05:00,18.34502410888672,18.34502410888672,18.34502410888672,18.34502410888672,100,0.0,0.0,0.0
2018-11-06 00:00:00-05:00,18.34502410888672,18.34502410888672,18.34502410888672,18.34502410888672,0,0.0,0.0,0.0
2018-11-07 00:00:00-05:00,18.34502410888672,18.34502410888672,18.34502410888672,18.34502410888672,0,0.0,0.0,0.0
2018-11-08 00:00:00-05:00,18.34502410888672,18.34502410888672,18.34502410888672,18.34502410888672,0,0.0,0.0,0.0
